Nom;Nom complet;sexe;race;couleurs;poids
Alice;Alice de Luxembourg;2;labrador;rouge,orange;16.0
Léo;Léo de Malte;1;rottweiler;jaune,vert;15.0
Théo;Théo de Irlande;1;kangai;jaune;10.2
Léa;Léa de Slovaquie;2;dunker;indigo;8.2
Nolan;Nolan de France;1;irisett;jaune,violet;14.5
Romane;Romane de Estonie;2;irisett;vert,rouge;9.5
Romane;Romane de Slovénie;2;labrador;rouge,rouge;18.2
Inès;Inès de Allemagne;2;kangai;indigo,rouge;16.9
Alice;Alice de Autriche;2;westie;vert,vert,jaune;14.6
Tom;Tom de Slovénie;1;golden_ret;violet,bleu;14.3
Noah;Noah de Espagne;1;maltais;violet,violet,bleu;2.9
Tom;Tom de Belgique;1;estrela;vert;15.2
Camille;Camille de Grèce;2;dunker;orange;17.7
Léo;Léo de Estonie;1;akitinu;jaune;13.9
Louna;Louna de Luxembourg;2;ovtccau;vert;6.3
Romane;Romane de Slovaquie;2;jackrute;bleu,vert;19.4
Gabriel;Gabriel de Pays-Bas;1;dunker;jaune;9.5
Manon;Manon de Belgique;2;westie;vert,jaune;14.3
Clara;Clara de Estonie;2;akita;orange,vert;5.0
Noah;Noah de Autriche;1;basset_alp;violet;7.2
Jade;Jade de Finlande;2;westie;bleu;0.1
Lucas;Lucas de Finlande;1;basset_alp;rouge;2.6
Manon;Manon de Portugal;2;basset_alp;rouge;17.2
Zoé;Zoé de Lettonie;2;harrier;rouge,rouge,rouge;5.3
Emma;Emma de Slovaquie;2;iriredse;bleu,rouge,violet;7.7
Nathan;Nathan de Grèce;1;danois;vert,vert;11.2
Louis;Louis de Espagne;1;ovtccau;orange,vert,bleu;9.3
Alice;Alice de Allemagne;2;akitinu;bleu;6.2
Camille;Camille de Portugal;2;akita;bleu,rouge,vert;9.5
Alice;Alice de Pays-Bas;2;akitinu;jaune,bleu;10.7
Zoé;Zoé de Slovénie;2;caniche;bleu,vert,orange;11.6
Théo;Théo de Chypre;1;maltais;orange,vert;2.4
Louise;Louise de Italie;2;kangai;vert,rouge,jaune;17.4
Mathis;Mathis de Portugal;1;kangai;rouge,vert;3.1
Nathan;Nathan de France;1;rottweiler;jaune,rouge,rouge;16.9
Ethan;Ethan de Malte;1;danois;indigo;13.1
Adam;Adam de Finlande;1;iriredse;vert,violet;3.3
Jade;Jade de Estonie;2;basset_alp;jaune;3.1
Léna;Léna de Portugal;2;estrela;indigo,bleu;9.7
Emma;Emma de Espagne;2;rottweiler;orange;1.2
Jade;Jade de Slovaquie;2;harrier;vert,vert;13.2
Léo;Léo de Luxembourg;1;akita;indigo,vert,vert;1.7
Louna;Louna de Espagne;2;akita;orange,indigo;19.6
Lucas;Lucas de Lettonie;1;berger_all;violet;1.6
Noah;Noah de Grèce;1;basset_alp;vert,vert,orange;14.9
Lilou;Lilou de Grèce;2;basset_alp;orange,vert;15.6
Nathan;Nathan de Slovénie;1;harrier;indigo;9.4
Maëlys;Maëlys de Finlande;2;westie;vert,orange,vert;15.2
Tom;Tom de Irlande;1;akitinu;jaune;8.9
Léna;Léna de Estonie;2;maltais;jaune,violet;5.1
Manon;Manon de Allemagne;2;caniche;bleu;5.0
Maëlys;Maëlys de Finlande;2;akitinu;indigo;10.3
Léna;Léna de Espagne;2;basset_alp;jaune;0.6
Nolan;Nolan de Finlande;1;caniche;orange,violet;4.5
Nathan;Nathan de Portugal;1;westie;violet;6.8
Adam;Adam de Estonie;1;berger_all;jaune;6.2
Mathis;Mathis de Belgique;1;kangai;violet;9.1
Alice;Alice de Slovénie;2;rottweiler;violet,bleu,bleu;11.7
Timéo;Timéo de France;1;dunker;vert;0.5
Hugo;Hugo de Slovaquie;1;basset_alp;violet,indigo,vert;18.3
Lucas;Lucas de Chypre;1;berger_all;bleu,rouge;1.4
Louis;Louis de Luxembourg;1;basset_alp;indigo,violet,violet;12.7
Lola;Lola de Finlande;2;harrier;indigo,vert,vert;10.8
Clément;Clément de Grèce;1;estrela;violet;15.1
Noah;Noah de Lettonie;1;kangai;vert,orange;16.1
Alice;Alice de Estonie;2;ovtccau;jaune,indigo,indigo;9.0
Jules;Jules de Belgique;1;akitinu;orange,bleu;13.5
Léa;Léa de Pays-Bas;2;labrador;vert;17.6
Louise;Louise de Grèce;2;westie;indigo;13.8
Jade;Jade de Luxembourg;2;danois;vert,indigo,violet;16.6
Chloé;Chloé de France;2;tchin;rouge;3.2
Nolan;Nolan de Italie;1;ovtccau;jaune,indigo;7.7
Eva;Eva de Grèce;2;danois;rouge,bleu;14.9
Léo;Léo de Slovaquie;1;harrier;vert;3.0
Léna;Léna de Italie;2;estrela;violet,violet;9.2
Nolan;Nolan de France;1;golden_ret;vert,violet;17.1
Camille;Camille de Pays-Bas;2;berger_all;vert;18.3
Lina;Lina de Estonie;2;akitinu;violet,violet;3.0
Nathan;Nathan de Luxembourg;1;danois;violet;9.6
Léa;Léa de Portugal;2;caniche;bleu;4.3
Nolan;Nolan de Estonie;1;westie;indigo,jaune;9.7
Chloé;Chloé de Italie;2;berger_all;indigo;0.7
Nolan;Nolan de Chypre;1;akitinu;orange;0.4
Léna;Léna de Italie;2;kangai;jaune,jaune;17.2
Arthur;Arthur de Grèce;1;harrier;bleu,violet,violet;2.1
Adam;Adam de Autriche;1;danois;jaune,orange;0.9
Manon;Manon de Espagne;2;kangai;indigo,bleu,violet;14.3
Clément;Clément de Irlande;1;akitinu;vert,indigo,vert;2.3
Romane;Romane de Slovaquie;2;labrador;vert,orange;9.3
Noah;Noah de Grèce;1;rottweiler;rouge,indigo;2.7
Adam;Adam de Grèce;1;golden_ret;indigo;16.3
Clara;Clara de Lettonie;2;jackrute;indigo,bleu;10.1
Camille;Camille de Grèce;2;maltais;violet;18.2
Léa;Léa de Portugal;2;danois;vert;14.6
Théo;Théo de Malte;1;jackrute;orange,violet;7.3
Zoé;Zoé de Slovénie;2;kangai;bleu,indigo,orange;10.2
Clara;Clara de Italie;2;westie;bleu,jaune;18.0
Adam;Adam de Grèce;1;kangai;vert;11.2
Clément;Clément de Finlande;1;berger_all;rouge,jaune;0.7
Manon;Manon de Estonie;2;irisett;rouge;18.4
Manon;Manon de Finlande;2;akitinu;rouge,indigo,bleu;14.0
Louna;Louna de Chypre;2;ovtccau;rouge;12.4
Léo;Léo de Finlande;1;berger_all;jaune,bleu,jaune;16.8
Camille;Camille de Belgique;2;ovtccau;violet,bleu,vert;17.6
Maël;Maël de Irlande;1;iriredse;orange,vert;6.8
Louise;Louise de Finlande;2;basset_alp;orange,rouge;12.4
Chloé;Chloé de Italie;2;dunker;bleu;16.2
Manon;Manon de Estonie;2;basset_alp;indigo;15.3
Inès;Inès de Pays-Bas;2;kangai;indigo,indigo,vert;11.7
Tom;Tom de France;1;akita;jaune,violet,violet;16.1
Timéo;Timéo de Lettonie;1;irisett;jaune;16.6
Clara;Clara de Pays-Bas;2;dunker;vert;7.7
Léo;Léo de Autriche;1;iriredse;rouge,orange,indigo;6.8
Zoé;Zoé de France;2;rottweiler;jaune;3.4
Jade;Jade de Lettonie;2;akita;indigo,indigo,violet;14.8
Alice;Alice de Slovaquie;2;caniche;rouge,bleu;2.7
Camille;Camille de France;2;tchin;bleu,orange,violet;9.9
Jules;Jules de Grèce;1;harrier;rouge,jaune,jaune;1.0
Emma;Emma de Allemagne;2;iriredse;bleu;7.5
Tom;Tom de Luxembourg;1;estrela;indigo;9.1
Ethan;Ethan de Finlande;1;estrela;vert,rouge;9.3
Adam;Adam de Irlande;1;akitinu;orange,indigo,violet;17.9
Enzo;Enzo de Allemagne;1;jackrute;violet,violet;11.3
Alice;Alice de Slovénie;2;danois;bleu;8.4
Lilou;Lilou de Estonie;2;labrador;rouge;19.3
Timéo;Timéo de Malte;1;dunker;rouge;14.6
Léo;Léo de Irlande;1;golden_ret;vert,jaune,violet;11.3
Louna;Louna de Autriche;2;berger_all;violet,bleu,vert;4.9
Hugo;Hugo de Portugal;1;irisett;jaune,violet,vert;1.7
Sarah;Sarah de Espagne;2;jackrute;orange;14.3
Théo;Théo de Slovaquie;1;maltais;jaune,jaune,rouge;3.8
Maël;Maël de Autriche;1;dunker;orange;2.9
Enzo;Enzo de Chypre;1;irisett;violet;5.6
Noah;Noah de Espagne;1;labrador;rouge,rouge,violet;12.1
Clara;Clara de Chypre;2;ovtccau;violet,rouge,indigo;17.3
Camille;Camille de Slovaquie;2;harrier;indigo;15.2
Léa;Léa de Estonie;2;iriredse;jaune,bleu,indigo;11.8
Maëlys;Maëlys de Belgique;2;irisett;vert,violet,vert;17.3
Nolan;Nolan de Slovaquie;1;tchin;bleu;1.1
Chloé;Chloé de Slovénie;2;akitinu;rouge,orange,violet;12.0
Mathis;Mathis de Autriche;1;westie;vert,indigo;19.8
Louise;Louise de Slovénie;2;labrador;indigo,jaune,vert;2.0
Gabriel;Gabriel de Slovaquie;1;estrela;orange;9.6
Timéo;Timéo de Finlande;1;tchin;indigo,jaune;3.4
Eva;Eva de Pays-Bas;2;akita;orange;4.6
Enzo;Enzo de Finlande;1;akita;indigo;17.6
Lina;Lina de Grèce;2;estrela;orange;18.2
Romane;Romane de Pays-Bas;2;labrador;rouge,violet,violet;17.3
Lola;Lola de Pays-Bas;2;akitinu;orange,orange;13.3
Louise;Louise de Pays-Bas;2;akitinu;indigo,orange;5.8
Nolan;Nolan de Chypre;1;kangai;indigo,indigo,vert;17.2
Chloé;Chloé de Allemagne;2;rottweiler;bleu,indigo,indigo;10.4
Jade;Jade de Autriche;2;kangai;vert,indigo;6.6
Enzo;Enzo de Portugal;1;akita;indigo,jaune,indigo;1.8
Eva;Eva de Irlande;2;akita;bleu;13.7
Clément;Clément de France;1;rottweiler;orange,rouge;13.9
Sarah;Sarah de Malte;2;ovtccau;violet,orange,violet;15.5
Maëlys;Maëlys de Italie;2;caniche;rouge;2.9
Louise;Louise de Allemagne;2;iriredse;indigo,vert,vert;16.2
Camille;Camille de Irlande;2;dunker;vert,vert,indigo;6.3
Clément;Clément de Lettonie;1;iriredse;violet,bleu;19.5
Lucas;Lucas de France;1;basset_alp;vert;13.4
Maëlys;Maëlys de Malte;2;berger_all;bleu,vert,bleu;10.8
Léna;Léna de Italie;2;ovtccau;jaune,vert;7.3
Chloé;Chloé de Allemagne;2;maltais;indigo,violet,bleu;3.6
Lola;Lola de Grèce;2;danois;rouge,rouge,jaune;17.7
Emma;Emma de Portugal;2;maltais;orange,jaune,jaune;10.2
Camille;Camille de Slovénie;2;basset_alp;orange,orange;1.0
Chloé;Chloé de Chypre;2;tchin;indigo;8.9
Jules;Jules de Irlande;1;akita;jaune,orange,vert;2.3
Zoé;Zoé de Portugal;2;dunker;bleu,jaune,orange;11.7
Hugo;Hugo de Autriche;1;labrador;violet,jaune;4.9
Manon;Manon de Slovénie;2;labrador;bleu;17.0
Maëlys;Maëlys de Autriche;2;labrador;vert;13.7
Léo;Léo de Luxembourg;1;estrela;orange,violet,vert;8.1
Chloé;Chloé de Chypre;2;maltais;jaune,bleu;4.7
Raphaël;Raphaël de Slovaquie;1;westie;indigo;19.9
Jules;Jules de Slovaquie;1;ovtccau;indigo,jaune,indigo;9.5
Ethan;Ethan de Belgique;1;berger_all;rouge;17.4
Arthur;Arthur de Chypre;1;westie;indigo,bleu,bleu;10.1
Enzo;Enzo de Luxembourg;1;estrela;indigo,jaune,violet;17.6
Arthur;Arthur de Estonie;1;dunker;violet,violet;5.3
Léa;Léa de Lettonie;2;dunker;rouge,bleu,violet;11.8
Manon;Manon de Belgique;2;harrier;indigo;17.8
Louis;Louis de Portugal;1;jackrute;indigo;4.2
Lola;Lola de Slovénie;2;dunker;jaune,rouge,jaune;3.5
Noah;Noah de Allemagne;1;berger_all;violet,vert,rouge;17.4
Sarah;Sarah de Portugal;2;caniche;rouge,violet,indigo;11.9
Nolan;Nolan de Slovaquie;1;akitinu;bleu,vert;15.0
Lola;Lola de Chypre;2;danois;bleu,indigo,orange;16.1
Noah;Noah de Luxembourg;1;kangai;jaune;11.3
Nathan;Nathan de Italie;1;golden_ret;violet,jaune;18.3
Lucas;Lucas de Allemagne;1;estrela;violet;1.4
Enzo;Enzo de Grèce;1;iriredse;vert,vert;12.8
Léa;Léa de Chypre;2;maltais;jaune,bleu,bleu;16.3
Inès;Inès de Luxembourg;2;maltais;rouge,rouge,bleu;2.0
Romane;Romane de Grèce;2;estrela;orange,jaune;14.8
Chloé;Chloé de Finlande;2;ovtccau;vert,violet;0.6
Raphaël;Raphaël de Allemagne;1;basset_alp;vert,violet;5.5
Lucas;Lucas de Espagne;1;irisett;vert,violet,bleu;8.6
Enzo;Enzo de Portugal;1;kangai;jaune,indigo;10.9
Lola;Lola de Grèce;2;akita;vert,jaune,rouge;6.6
Jules;Jules de Irlande;1;golden_ret;rouge,jaune,jaune;13.5
Maël;Maël de Finlande;1;dunker;vert;9.2
Enzo;Enzo de Portugal;1;iriredse;violet;3.4
Théo;Théo de Espagne;1;estrela;orange,violet;2.9
Maëlys;Maëlys de Lettonie;2;estrela;rouge,rouge;1.4
Lilou;Lilou de Belgique;2;dunker;rouge,violet,violet;1.6
Romane;Romane de Slovaquie;2;jackrute;indigo,vert;19.0
Camille;Camille de Belgique;2;kangai;violet,orange;11.5
Tom;Tom de Pays-Bas;1;danois;orange,violet,indigo;6.3
Nolan;Nolan de Irlande;1;iriredse;rouge,jaune,violet;12.1
Clara;Clara de Portugal;2;irisett;indigo,bleu,indigo;2.5
Louis;Louis de Pays-Bas;1;danois;orange,rouge;9.6
Eva;Eva de Autriche;2;irisett;jaune,indigo,rouge;1.3
Zoé;Zoé de Slovaquie;2;tchin;orange,orange;3.2
Ethan;Ethan de Chypre;1;akitinu;jaune,indigo;9.0
Nolan;Nolan de Pays-Bas;1;golden_ret;rouge,bleu;7.5
Nathan;Nathan de Irlande;1;maltais;indigo;8.5
Tom;Tom de Grèce;1;iriredse;indigo,bleu,violet;10.2
Noah;Noah de Malte;1;ovtccau;violet;3.2
Sarah;Sarah de Lettonie;2;golden_ret;indigo,vert;10.5
Maël;Maël de Malte;1;irisett;rouge,rouge;0.3
Tom;Tom de Allemagne;1;berger_all;rouge,violet,vert;11.3
Eva;Eva de Chypre;2;ovtccau;vert,jaune,rouge;2.8
Nolan;Nolan de Pays-Bas;1;dunker;jaune,indigo,orange;1.1
Emma;Emma de France;2;iriredse;indigo;3.6
Chloé;Chloé de Luxembourg;2;basset_alp;rouge,vert;8.7
Zoé;Zoé de Chypre;2;basset_alp;violet,vert;3.8
Noah;Noah de Grèce;1;golden_ret;vert;5.2
Lilou;Lilou de Chypre;2;labrador;rouge,bleu,vert;16.6
Noah;Noah de Irlande;1;kangai;violet;0.6
Zoé;Zoé de Chypre;2;westie;jaune,violet;18.0
Alice;Alice de Espagne;2;iriredse;indigo,violet,jaune;6.3
Clément;Clément de Finlande;1;iriredse;orange;14.3
Camille;Camille de Estonie;2;harrier;indigo,vert,violet;0.9
Sarah;Sarah de Chypre;2;labrador;vert,rouge,violet;5.6
Lola;Lola de Chypre;2;rottweiler;jaune,orange,bleu;11.5
Clara;Clara de Lettonie;2;ovtccau;bleu,rouge,orange;10.7
Enzo;Enzo de Chypre;1;iriredse;violet;13.8
Théo;Théo de Autriche;1;ovtccau;vert,vert,bleu;14.4
Lola;Lola de Slovaquie;2;basset_alp;rouge,orange,vert;5.5
Théo;Théo de Slovénie;1;dunker;rouge,indigo,indigo;17.7
Tom;Tom de Luxembourg;1;tchin;violet;5.7
Louis;Louis de Espagne;1;labrador;violet,vert;10.6
Jade;Jade de Espagne;2;berger_all;jaune,vert;6.3
Emma;Emma de Portugal;2;harrier;rouge,jaune,jaune;8.3
Léa;Léa de Malte;2;basset_alp;indigo,rouge;9.0
Sarah;Sarah de Irlande;2;kangai;vert,vert;13.6
Eva;Eva de Malte;2;berger_all;vert,bleu;0.7
Adam;Adam de Finlande;1;harrier;rouge;11.4
Louna;Louna de Italie;2;jackrute;orange;10.7
Arthur;Arthur de Grèce;1;iriredse;violet;3.4
Léo;Léo de Luxembourg;1;basset_alp;orange,orange;18.4
Théo;Théo de Slovaquie;1;maltais;violet;13.4
Eva;Eva de Allemagne;2;rottweiler;rouge;13.7
Clara;Clara de Luxembourg;2;irisett;bleu,indigo,indigo;9.8
Raphaël;Raphaël de Espagne;1;harrier;violet,violet,violet;14.6
Jules;Jules de Estonie;1;labrador;rouge,indigo,jaune;8.5
Clément;Clément de Irlande;1;iriredse;violet;2.4
Inès;Inès de Espagne;2;berger_all;orange;17.2
Louis;Louis de Estonie;1;harrier;violet,jaune;15.7
Maël;Maël de Espagne;1;estrela;orange;16.4
Léo;Léo de Lettonie;1;irisett;orange,violet;14.5
Eva;Eva de Grèce;2;danois;rouge,rouge;7.3
Lucas;Lucas de Slovaquie;1;irisett;vert;15.4
Chloé;Chloé de Chypre;2;irisett;bleu;10.4
Manon;Manon de Luxembourg;2;kangai;vert;13.6
Alice;Alice de Chypre;2;ovtccau;bleu;9.2
Arthur;Arthur de Pays-Bas;1;dunker;rouge;19.6
Clément;Clément de Italie;1;dunker;bleu;7.0
Gabriel;Gabriel de Portugal;1;akita;vert,jaune;9.6
Louise;Louise de Allemagne;2;irisett;indigo,violet;10.2
Jade;Jade de Chypre;2;iriredse;jaune;7.3
Clara;Clara de Irlande;2;ovtccau;indigo,orange,bleu;7.4
Raphaël;Raphaël de Slovaquie;1;berger_all;jaune,rouge;13.8
Manon;Manon de Portugal;2;akitinu;violet;19.8
Timéo;Timéo de Espagne;1;rottweiler;violet,jaune,indigo;3.3
Adam;Adam de Lettonie;1;maltais;orange,rouge;13.1
Raphaël;Raphaël de Pays-Bas;1;tchin;indigo,bleu,jaune;2.8
Léo;Léo de France;1;ovtccau;vert,rouge,rouge;16.9
Maëlys;Maëlys de Lettonie;2;ovtccau;vert,vert,vert;2.2
Clara;Clara de Allemagne;2;harrier;jaune,violet,orange;4.0
Maëlys;Maëlys de Portugal;2;irisett;vert;17.4
Noah;Noah de Pays-Bas;1;jackrute;indigo,indigo,rouge;16.5
Camille;Camille de Allemagne;2;tchin;indigo,vert,violet;1.4
Lucas;Lucas de Italie;1;westie;indigo,jaune,vert;3.9
Maël;Maël de Malte;1;harrier;violet;7.2
Léa;Léa de Italie;2;danois;violet,violet,orange;14.4
Lilou;Lilou de Grèce;2;maltais;vert,indigo;6.5
Louna;Louna de Lettonie;2;danois;jaune;2.2
Adam;Adam de Allemagne;1;tchin;vert,orange,indigo;12.3
Léna;Léna de Estonie;2;akitinu;bleu,rouge,orange;16.3
Ethan;Ethan de Slovénie;1;akita;indigo;14.3
Lucas;Lucas de Grèce;1;tchin;violet,vert;19.1
Noah;Noah de Irlande;1;danois;rouge;7.3
Louise;Louise de France;2;westie;violet,orange;1.5
Clara;Clara de Estonie;2;jackrute;rouge;6.5
Léa;Léa de Portugal;2;dunker;vert,jaune,indigo;16.6
Lucas;Lucas de Malte;1;basset_alp;rouge;6.7
Sarah;Sarah de Lettonie;2;basset_alp;violet,jaune,bleu;8.7
Jules;Jules de Belgique;1;jackrute;indigo;15.0
Romane;Romane de Allemagne;2;westie;bleu,indigo,vert;0.6
Lilou;Lilou de Slovaquie;2;akita;indigo,bleu,vert;7.0
Camille;Camille de Slovénie;2;ovtccau;rouge;16.7
Jade;Jade de Slovaquie;2;akita;rouge,rouge;19.7
Lilou;Lilou de Slovaquie;2;kangai;bleu;18.4
Adam;Adam de Pays-Bas;1;ovtccau;vert,violet,vert;11.2
Alice;Alice de Malte;2;labrador;jaune,orange,bleu;18.1
Enzo;Enzo de Italie;1;rottweiler;bleu,orange;19.0
Lola;Lola de Grèce;2;akita;vert,rouge,violet;17.5
Nathan;Nathan de Italie;1;estrela;violet;19.5
Léna;Léna de Pays-Bas;2;berger_all;violet,jaune;9.3
Clément;Clément de France;1;basset_alp;rouge,vert,jaune;9.6
Sarah;Sarah de Finlande;2;akitinu;orange,violet,bleu;7.1
Hugo;Hugo de Slovaquie;1;estrela;orange;19.6
Sarah;Sarah de Pays-Bas;2;westie;bleu,jaune;4.1
Louise;Louise de Chypre;2;caniche;violet,rouge,rouge;18.4
Arthur;Arthur de Grèce;1;rottweiler;vert,bleu;0.8
Zoé;Zoé de Portugal;2;iriredse;indigo;0.4
Lilou;Lilou de Italie;2;westie;vert,violet,violet;18.2
Timéo;Timéo de Italie;1;akita;bleu;9.6
Adam;Adam de France;1;westie;indigo;16.5
Ethan;Ethan de Grèce;1;akita;rouge,indigo;1.5
Maël;Maël de Estonie;1;tchin;orange;14.4
Léna;Léna de Irlande;2;akita;jaune;1.7
Noah;Noah de Autriche;1;estrela;jaune;15.5
Adam;Adam de France;1;westie;rouge,violet,rouge;14.3
Louna;Louna de Portugal;2;dunker;orange,violet,bleu;17.0
Romane;Romane de France;2;labrador;violet;18.1
Romane;Romane de Luxembourg;2;irisett;orange,jaune,orange;15.7
Chloé;Chloé de France;2;akitinu;indigo,jaune;8.8
Noah;Noah de Slovénie;1;estrela;orange;8.6
Léa;Léa de Portugal;2;westie;jaune;1.5
Théo;Théo de Pays-Bas;1;akitinu;orange,jaune;13.3
Manon;Manon de Allemagne;2;dunker;indigo,bleu;10.1
Léo;Léo de Irlande;1;estrela;vert,rouge,orange;13.0
Léa;Léa de Chypre;2;labrador;rouge;3.5
Théo;Théo de Estonie;1;jackrute;violet,vert,indigo;3.6
Clara;Clara de Estonie;2;dunker;bleu,orange,vert;11.6
Alice;Alice de Italie;2;harrier;bleu,rouge,indigo;15.6
Adam;Adam de Luxembourg;1;jackrute;indigo,bleu,rouge;0.1
Manon;Manon de Italie;2;dunker;rouge;0.9
Jade;Jade de Espagne;2;jackrute;rouge;9.0
Lina;Lina de Allemagne;2;akitinu;orange,violet,bleu;13.4
Alice;Alice de Lettonie;2;jackrute;indigo,jaune;11.6
Noah;Noah de Pays-Bas;1;akitinu;indigo,bleu,orange;14.7
Inès;Inès de Luxembourg;2;tchin;violet;12.0
Raphaël;Raphaël de Belgique;1;harrier;indigo,vert,vert;6.4
Jules;Jules de France;1;ovtccau;indigo,rouge,vert;6.6
Léo;Léo de Grèce;1;caniche;violet,bleu,vert;7.2
Eva;Eva de Portugal;2;harrier;indigo,orange,bleu;12.7
Louis;Louis de Allemagne;1;akita;violet,rouge,rouge;13.9
Sarah;Sarah de Portugal;2;berger_all;indigo,violet,bleu;0.3
Léa;Léa de Malte;2;westie;vert,vert;5.1
Emma;Emma de Italie;2;kangai;rouge,jaune,violet;3.5
Léa;Léa de Pays-Bas;2;golden_ret;orange;2.1
Louis;Louis de Allemagne;1;ovtccau;indigo,indigo,vert;12.8
Emma;Emma de Espagne;2;dunker;vert,jaune,rouge;14.9
Enzo;Enzo de France;1;irisett;bleu,indigo,vert;13.5
Eva;Eva de Espagne;2;harrier;orange;1.5
Jules;Jules de Pays-Bas;1;harrier;bleu,vert,bleu;4.0
Léa;Léa de Lettonie;2;harrier;violet,rouge;17.8
Eva;Eva de Belgique;2;irisett;rouge;5.6
Zoé;Zoé de Irlande;2;harrier;orange,violet,indigo;1.1
Adam;Adam de Estonie;1;estrela;vert,bleu,bleu;0.4
Lola;Lola de Luxembourg;2;jackrute;bleu,bleu,rouge;19.0
Enzo;Enzo de Slovénie;1;labrador;orange;7.7
Léa;Léa de Espagne;2;dunker;bleu;2.6
Manon;Manon de Portugal;2;berger_all;rouge,vert,vert;11.3
Théo;Théo de Autriche;1;jackrute;rouge;12.5
Maël;Maël de Lettonie;1;caniche;bleu;6.3
Maël;Maël de Autriche;1;labrador;bleu,indigo;19.3
Louna;Louna de Luxembourg;2;maltais;violet,jaune;19.0
Ethan;Ethan de Slovaquie;1;golden_ret;violet,vert,rouge;9.9
Lucas;Lucas de Italie;1;iriredse;rouge,indigo,jaune;17.2
Noah;Noah de Portugal;1;kangai;orange,jaune,indigo;1.3
Lilou;Lilou de France;2;irisett;vert,vert,indigo;6.0
Gabriel;Gabriel de Lettonie;1;golden_ret;bleu,rouge;9.4
Eva;Eva de Luxembourg;2;irisett;violet;10.1
Mathis;Mathis de Chypre;1;dunker;vert,rouge;11.4
Clara;Clara de Belgique;2;maltais;vert,bleu;17.3
Théo;Théo de Espagne;1;labrador;bleu,orange;1.0
Chloé;Chloé de Italie;2;akita;bleu,orange;6.4
Léo;Léo de Pays-Bas;1;irisett;vert,indigo;6.6
Léa;Léa de Lettonie;2;tchin;bleu,bleu;6.9
Raphaël;Raphaël de Estonie;1;estrela;violet;12.7
Louis;Louis de Italie;1;westie;rouge;7.6
Tom;Tom de Autriche;1;westie;bleu;17.5
Manon;Manon de Finlande;2;westie;indigo;11.4
Zoé;Zoé de Irlande;2;maltais;vert;3.6
Maël;Maël de Slovénie;1;rottweiler;orange;6.9
Camille;Camille de Allemagne;2;rottweiler;orange;13.0
Raphaël;Raphaël de Belgique;1;jackrute;jaune,rouge;6.5
Ethan;Ethan de Pays-Bas;1;basset_alp;orange;14.4
Léa;Léa de Grèce;2;berger_all;jaune;14.6
Eva;Eva de Malte;2;golden_ret;bleu,orange;0.9
Hugo;Hugo de Pays-Bas;1;akitinu;jaune,indigo;2.3
Manon;Manon de Slovaquie;2;akitinu;vert,jaune;18.0
Romane;Romane de Autriche;2;akitinu;bleu,violet,bleu;5.5
Lola;Lola de Finlande;2;rottweiler;indigo;6.4
Noah;Noah de Belgique;1;ovtccau;bleu,indigo,indigo;17.0
Léa;Léa de France;2;labrador;orange,orange;13.0
Louis;Louis de Finlande;1;estrela;indigo;7.5
Clara;Clara de Malte;2;westie;violet;2.4
Adam;Adam de Pays-Bas;1;akita;jaune;10.9
Louise;Louise de Irlande;2;irisett;rouge;10.4
Raphaël;Raphaël de Estonie;1;akita;orange;2.5
Romane;Romane de Portugal;2;akitinu;violet,indigo,vert;9.3
Maëlys;Maëlys de Belgique;2;danois;rouge,bleu,violet;13.4
Mathis;Mathis de Luxembourg;1;estrela;orange;6.7
Raphaël;Raphaël de Pays-Bas;1;tchin;orange;19.3
Louis;Louis de Chypre;1;tchin;jaune;13.3
Léo;Léo de Irlande;1;caniche;indigo;7.3
Enzo;Enzo de Pays-Bas;1;caniche;violet;9.2
Zoé;Zoé de Belgique;2;jackrute;indigo;19.3
Tom;Tom de Chypre;1;irisett;violet;13.0
Léna;Léna de Slovaquie;2;labrador;indigo,violet,jaune;12.1
Maël;Maël de Finlande;1;berger_all;vert,indigo,jaune;18.6
Sarah;Sarah de Italie;2;dunker;bleu,bleu,vert;3.1
Raphaël;Raphaël de Irlande;1;irisett;bleu,violet,vert;10.7
Camille;Camille de Pays-Bas;2;labrador;rouge,indigo,violet;15.8
Léa;Léa de Portugal;2;tchin;orange,vert,violet;15.2
Camille;Camille de Irlande;2;caniche;jaune,indigo;7.9
Mathis;Mathis de Allemagne;1;estrela;vert,rouge,vert;17.8
Lilou;Lilou de Slovaquie;2;rottweiler;vert,indigo;3.7
Romane;Romane de Lettonie;2;akitinu;indigo,bleu,jaune;0.5
Lola;Lola de Portugal;2;akita;indigo,indigo;18.1
Raphaël;Raphaël de Autriche;1;caniche;indigo,indigo;14.8
Manon;Manon de Portugal;2;ovtccau;bleu;7.3
Hugo;Hugo de Autriche;1;golden_ret;indigo;1.3
Léna;Léna de Estonie;2;westie;vert,bleu;18.6
Camille;Camille de Chypre;2;labrador;bleu,bleu;18.9
Léo;Léo de Luxembourg;1;rottweiler;orange,indigo;15.0
Timéo;Timéo de Italie;1;berger_all;indigo,bleu;7.2
Chloé;Chloé de Portugal;2;berger_all;bleu,vert,orange;8.8
Inès;Inès de Portugal;2;rottweiler;jaune,rouge,indigo;15.7
Théo;Théo de Belgique;1;akita;vert;19.6
Lina;Lina de Espagne;2;berger_all;bleu;18.9
Léa;Léa de Malte;2;golden_ret;vert,orange,vert;1.0
